idx,key,uid,title,year,url,tracklist
143,"('Richard Beirach', 'The Maybeck Recital Series, Vol. 19')",3199523,Maybeck Recital Hall Series • Volume Nineteen,1992,https://www.discogs.com/release/3199523-Richie-Beirach-Maybeck-Recital-Hall-Series-Volume-Nineteen,"[<Track '1' 'Introductory Announcement'>, <Track '2' 'All The Things You Are'>, <Track '3' 'On Green Dolphin Street'>, <Track '4' 'Some Other Time'>, <Track '5' ""You Don't Know What Love Is"">, <Track '6' 'Spring Is Here'>, <Track '7' 'All Blues'>, <Track '' 'Medley'>, <Track '9' ""'Round Midnight"">, <Track '10' 'Remember'>, <Track '11' 'Elm'>]"
144,"('Kenny Barron', 'At The Piano')",597580,At The Piano,1982,https://www.discogs.com/master/597580-Kenny-Barron-At-The-Piano,"[<Track 'A1' 'Bud-Like'>, <Track 'A2' 'Star-Crossed Lovers'>, <Track 'A3' 'Misterioso'>, <Track 'B1' 'Calypso'>, <Track 'B2' 'Body And Soul'>, <Track 'B3' 'Enchanted Flower'>, <Track 'B4' 'Rhythm-A-Ning'>]"
145,"('Fred Hersch', 'In Amsterdam -  Live at the Bimhuis')",1282321,In Amsterdam: Live at the Bimhuis,2005,https://www.discogs.com/master/1282321-Fred-Hersch-In-Amsterdam-Live-at-the-Bimhuis,"[<Track '1' 'A Lark'>, <Track '2' 'The Nearness Of You'>, <Track '3' 'Evidence'>, <Track '4' 'At The Close Of The Day'>, <Track '5' 'O Grande Amor'>, <Track '6' 'The Peacocks'>, <Track '7' ""Don't Blame Me"">, <Track '8' 'Valentine'>]"
146,"('Joanne Brackeen', 'The Maybeck Recital Series, Vol. 1')",3949768,"Live At Maybeck Recital Hall, Volume 1",1990,https://www.discogs.com/release/3949768-Joanne-Brackeen-Live-At-Maybeck-Recital-Hall-Volume-1,"[<Track '1' 'Thou Swell'>, <Track '2' 'The Most Beautiful Girl In The World'>, <Track '3' 'Dr. Chu Chow'>, <Track '4' 'Yesterdays'>, <Track '5' 'Curved Space'>, <Track '6' 'It Could Happen To You'>, <Track '7' 'African Aztec'>, <Track '8' 'My Foolish Heart'>, <Track '9' 'Calling Carl'>, <Track '10' ""I'm Old Fashioned"">, <Track '11' 'Strike Up The Band'>]"
147,"('Allen Farnham', 'The Maybeck Recital Series, Vol. 41')",10772817,At Maybeck,1996,https://www.discogs.com/release/10772817-Allen-Farnham-At-Maybeck,"[<Track '1' 'In Your Own Sweet Way'>, <Track '2' 'Waltz For Debbie'>, <Track '3' 'The Carpal Tunnel Blues'>, <Track '4' 'Maybeck Sketch No. 1'>, <Track '5' 'I Get A Kick Out Of You'>, <Track '6' 'Never Let Me Go'>, <Track '7' 'Witch Hunt'>, <Track '8' 'Maybeck Sketch No. 2 '>, <Track '9' 'I Hear A Rhapsody'>, <Track '10' 'Twilight World'>, <Track '11' 'Lover'>]"
148,"('Gerald Clayton', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
149,"('Kirk Lightsey', 'Lightsey Live')",6851268,Lightsey Live,1986,https://www.discogs.com/release/6851268-Kirk-Lightsey-Lightsey-Live,"[<Track '1' 'Pee Wee'>, <Track '2' 'Habiba'>, <Track '3' 'Trinkle Tinkle'>, <Track '4' 'Spring Is Here'>, <Track '5' 'Fee Fi Fo Fum'>, <Track '6' 'Just One Of Those Things'>]"
150,"('James Williams', 'The Maybeck Recital Series, Vol. 42')",2652063,At Maybeck - Maybeck Recital Hall Series Volume Forty-Two,1996,https://www.discogs.com/release/2652063-James-Williams-At-Maybeck-Maybeck-Recital-Hall-Series-Volume-Forty-Two,"[<Track '1' 'Polka Dots And Moonbeams'>, <Track '2' 'Footprints'>, <Track '3' 'Dreamsville'>, <Track '4' 'I Fall In Love Too Easily'>, <Track '5' 'New York'>, <Track '6' ""'Round Midnight"">, <Track '7' 'Inner Urge'>, <Track '8' 'Street Of Dreams'>, <Track '9' 'Blues Etude'>, <Track '' 'Spiritual Medley (Traditional) (Dedicated To My Father, Tommie Williams)'>]"
151,"('Dick Hyman', 'There Will Never Be Another You (Piano Solo) [Live]')",13760567,There Will Never Be Another You,1999,https://www.discogs.com/release/13760567-Dick-Hyman-There-Will-Never-Be-Another-You,"[<Track '1' ""Here's That Rainy Day Again"">, <Track '2' 'Blue Skies'>, <Track '3' 'Spring Is Here'>, <Track '4' ""Sobbin' Blues"">, <Track '5' 'Jungle Blues'>, <Track '6' 'Undecided'>, <Track '7' 'Shine'>, <Track '8' 'Yesterdays'>, <Track '9' 'Send In The Clowns'>, <Track '10' 'Skylark'>, <Track '11' 'There Will Never Be Another You'>, <Track '12' 'Boswil Boogie'>]"
152,"('Benny Green', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
153,"('Tigran Hamasyan', 'A Fable')",10415111,A Fable,2011,https://www.discogs.com/release/10415111-Tigran-Hamasyan-A-Fable,"[<Track '1' 'Rain Shadow'>, <Track '2' 'What The Waves Brought'>, <Track '3' 'The Spinners'>, <Track '4' 'Illusion'>, <Track '5' 'Samsara'>, <Track '6' 'Longing'>, <Track '7' 'Carnaval'>, <Track '8' 'The Legend Of The Moon'>, <Track '9' 'Someday My Prince Will Come'>, <Track '10' 'Kakavik (The Little Partridge)'>, <Track '11' 'A Memory That Become A Dream'>, <Track '12' 'A Fable'>, <Track '13' 'Mother, Where Are You?'>]"
154,"('Bill Charlap', 'Rolling Stone Original')",,,,,
155,"('Michel Camilo', 'Live in London')",1656819,Live In London,2017,https://www.discogs.com/master/1656819-Michel-Camilo-Live-In-London,"[<Track '1' 'From WIthin'>, <Track '2' 'The Frim Fram Sauce'>, <Track '3' 'A Place In Time'>, <Track '4' 'Island Beat'>, <Track '5' ""Sandra's Serenade"">, <Track '6' 'Manteca'>, <Track '7' 'I Got Rhythm / Caravan / Sing Sing Sing'>]"
156,"('Adam Makowicz', 'The Maybeck Recital Series, Vol. 24')",3949881,At Maybeck,1993,https://www.discogs.com/release/3949881-Adam-Makowicz-At-Maybeck,"[<Track '1' 'Tatum On My Mind'>, <Track '2' 'Get Out Of Town'>, <Track '3' 'Easy To Love'>, <Track '4' 'I Get A Kick Out Of You'>, <Track '5' 'You Do Something To Me'>, <Track '6' 'I Concentrate On You'>, <Track '7' ""You'd Be So Nice To Come Home To"">, <Track '8' 'Night And Day'>, <Track '9' 'Begin The Beguine'>, <Track '10' 'Love For Sale'>, <Track '11' 'Just One Of Those Things'>]"
157,"('Thelonious Monk', 'Solo Monk')",5554961,Solo Monk,2014,https://www.discogs.com/release/5554961-Thelonious-Monk-Solo-Monk,"[<Track 'A1' 'Dinah'>, <Track 'A2' 'I Surrender, Dear'>, <Track 'A3' 'Sweet And Lovely'>, <Track 'A4' 'North On The Sunset'>, <Track 'A5' 'Ruby, My Dear'>, <Track 'A6' ""I'm Confessin' (That I Love You)"">, <Track 'B1' ""I Hadn't Anyone Till You"">, <Track 'B2' 'Everything Happens To Me'>, <Track 'B3' ""Monk's Point"">, <Track 'B4' 'I Should Care'>, <Track 'B5' 'Ask Me Now'>, <Track 'B6' 'These Foolish Things (Remind Me Of You)'>]"
158,"('Eldar Djangirov', 'Letter to Liz')",,,,,
159,"('Fred Hersch', 'Thelonious -  Fred Hersch Plays Monk')",1051566,Thelonious (Fred Hersch Plays Monk),1998,https://www.discogs.com/release/1051566-Fred-Hersch-Thelonious-Fred-Hersch-Plays-Monk,"[<Track '1' ""'Round Midnight"">, <Track '2' 'In Walked Bud'>, <Track '3' 'Crepuscule With Nellie/Reflections'>, <Track '4' 'Think Of One'>, <Track '5' 'Ask Me Now'>, <Track '6' 'Evidence'>, <Track '7' 'Five Views Of Misterioso'>, <Track '8' ""Let's Cool One"">, <Track '9' 'Bemsha Swing'>, <Track '10' 'Light Blue/Pannonica'>, <Track '11' 'I Mean You'>, <Track '12' ""'Round Midnight Reprise"">]"
160,"('André Previn', 'Alone')",12941558,Alone,2007,https://www.discogs.com/release/12941558-Andr%C3%A9-Previn-Alone,"[<Track '1' 'Angel Eyes'>, <Track '2' 'Second Time Around'>, <Track '3' ""Andre's Blues"">, <Track '4' 'Darkest Before The Dawn'>, <Track '5' 'What Is This Thing Called Love'>, <Track '6' 'Night And Day'>, <Track '7' 'Bewitched, Bothered And Bewildered'>, <Track '8' ""I Can't Get Started"">, <Track '9' 'My Ship'>, <Track '10' 'Skylark'>, <Track '11' ""I Didn't Know What Time It Was / Ship Without A Sail"">, <Track '12' 'It Might As Well Be Spring'>, <Track '13' ""You're Gonna Hear From Me"">]"
161,"('Horace Parlan', 'In Copenhagen')",11614049,In Copenhagen,2008,https://www.discogs.com/release/11614049-Horace-Parlan-In-Copenhagen,"[<Track '1' ""Parker's Mood \t \t\t\t"">, <Track '2' 'Broken Promises \t'>, <Track '3' 'Two Sleepy People '>, <Track '4' ""I'm Getting Sentimental Over You \t\t"">, <Track '5' 'Déjà Vu \t'>, <Track '6' 'A Time For Love \t\t'>, <Track '7' 'Three Little Words \t\t '>, <Track '8' 'Blood Count \t '>, <Track '9' 'I Waited For You\t'>, <Track '10' 'Make Me A Pallet On The Floor\t\t\t'>, <Track '11' 'Deep River \t'>, <Track '12' 'Pannonica\t\t'>, <Track '13' 'Melancholia'>]"
162,"('Eliane Elias', 'Solos And Duets')",928440,Solos And Duets,1995,https://www.discogs.com/master/928440-Eliane-Elias-Solos-And-Duets,"[<Track '1' 'Autumn Leaves'>, <Track '2' 'The Masquerade Is Over'>, <Track '3' 'The Way You Look Tonight'>, <Track '4' 'All The Things You Are'>, <Track '5' 'Joy Spring / Have You Met Miss Jones'>, <Track '6' 'Just Enough'>, <Track '7' 'Asa Branca'>, <Track '8' 'Messages'>, <Track '9' 'Messages Part 2'>, <Track '10' 'Messages Part 3'>, <Track '11' 'Messages Part 4'>]"
163,"('Chick Corea', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
164,"('Cedar Walton', 'Blues For Myself (Piano Solo)')",5704481,Blues For Myself,1987,https://www.discogs.com/release/5704481-Cedar-Walton-Blues-For-Myself,"[<Track 'A1' 'Blues For Myself'>, <Track 'A2' 'Without A Song'>, <Track 'A3' 'Sixth Avenuse'>, <Track 'A4' 'Sophisticated Lady'>, <Track 'A5' 'Wonder Why'>, <Track 'B1' 'Little Darlin´'>, <Track 'B2' 'Let´s Call This'>, <Track 'B3' 'Just In Time'>, <Track 'B4' 'Bookers Bossa'>, <Track 'B5' 'Bridge Work'>]"
165,"('Lennie Tristano', 'Lennie Tristano  The New Tristano')",367875,Lennie Tristano / The New Tristano,1994,https://www.discogs.com/master/367875-Lennie-Tristano-Lennie-Tristano-The-New-Tristano,"[<Track '' 'Lennie Tristano'>, <Track '1' 'Line Up'>, <Track '2' 'Requiem'>, <Track '3' 'Turkish Mambo'>, <Track '4' 'East Thirty-Second'>, <Track '5' 'These Foolish Things'>, <Track '6' 'You Go To My Head'>, <Track '7' 'If I Had You'>, <Track '8' 'Ghost Of A Chance'>, <Track '9' 'All The ThingsYou Are'>, <Track '' 'The New Tristano'>, <Track '10' 'Becoming'>, <Track '11' ""You Don't Know What Love Is"">, <Track '12' 'Deliberation'>, <Track '13' 'Scene And Variations (A) Carol (B) Tania (C) Bud'>, <Track '14' 'Love Lines'>, <Track '15' 'G Minor Complex'>]"
166,"('Gerald Clayton', 'Bells On Sand')",2585537,Bells On Sand,2022,https://www.discogs.com/master/2585537-Gerald-Clayton-Bells-On-Sand,"[<Track 'A1' ""Water's Edge"">, <Track 'A2' 'Elegia'>, <Track 'A3' 'Damunt De Tu Només Les Flors'>, <Track 'A4' 'My Ideal'>, <Track 'A5' 'That Roy'>, <Track 'A6' 'RIP'>, <Track 'B1' 'Just A Dream'>, <Track 'B2' 'My Ideal 2'>, <Track 'B3' 'Peace Invocation'>, <Track 'B4' ""There Is Music Where You're Going My Friends"">]"
167,"('Abdullah Ibrahim', 'Did You Hear That Sound')",,,,,
168,"('Eldar Djangirov', 'Three Stories')",2308786,Three Stories,2011,https://www.discogs.com/master/2308786-Eldar-Djangirov-Three-Stories,"[<Track '1' 'I Should Care'>, <Track '2' 'Prelude In C♯ Major'>, <Track '3' 'Darn That Dream'>, <Track '4' 'Windows'>, <Track '5' 'Etude Op. 2 No. 1'>, <Track '6' 'In Walked Bud'>, <Track '7' 'Three Stories'>, <Track '8' 'So Damn Lucky'>, <Track '9' 'Embraceable You'>, <Track '10' 'Russian Lullaby'>, <Track '11' 'Air On A G String'>, <Track '12' 'Impromptu'>, <Track '13' 'Rhapsody In Blue'>, <Track '14' 'Donna Lee'>]"
169,"('Cyrus Chestnut', 'Blessed Quietness -  A Collection Of Hymns, Spirituals And Carols')",929804,"Blessed Quietness (A Collection Of Hymns, Spirituals And Carols)",1996,https://www.discogs.com/master/929804-Cyrus-Chestnut-Blessed-Quietness-A-Collection-Of-Hymns-Spirituals-And-Carols,"[<Track '1' 'Over My Head'>, <Track '2' 'Jesus Loves Me'>, <Track '3' 'We Three Kings'>, <Track '4' 'Walk With Me Jesus'>, <Track '5' 'Silent Night'>, <Track '6' 'Amazing Grace'>, <Track '7' 'The Old Rugged Cross'>, <Track '8' 'Holy, Holy, Holy'>, <Track '9' 'The First Noel'>, <Track '10' 'Blessed Quietness'>, <Track '11' 'What A Friend We Have In Jesus'>, <Track '12' 'Sometimes I Feel Like A Motherless Child'>]"
170,"('Dave McKenna', 'The Maybeck Recital Series, Vol. 2')",3964840,Live At Maybeck Recital Hall - Volume Two,1990,https://www.discogs.com/release/3964840-Dave-McKenna-Live-At-Maybeck-Recital-Hall-Volume-Two,"[<Track '1' 'Spoken Introduction'>, <Track '2' 'Dream Dancing'>, <Track '3' 'Detour Ahead'>, <Track '4' 'Exactly Like You'>, <Track '' ""I'm Glad There's You / I'm Glad I Waited For You"">, <Track '' 'Knowledge Medley [Part 1]'>, <Track '' 'Knowledge Medley (Part 2)'>, <Track '10' ""'C' Jam Blues"">, <Track '11' 'Limehouse Blues'>]"
171,"('Walter Norris', 'Live At Maybeck Recital Hall, Vol. 4')",1275830,Live At Maybeck Recital Hall - Volume Four,1990,https://www.discogs.com/master/1275830-Walter-Norris-Live-At-Maybeck-Recital-Hall-Volume-Four,"[<Track '1' 'The Song Is You'>, <Track '2' ""'Round Midnight"">, <Track '3' 'Waltz For Walt'>, <Track '4' 'The Best Thing For You'>, <Track '5' 'Darn That Dream'>, <Track '6' 'Scrambled'>, <Track '7' 'Modus Vivendi'>, <Track '8' ""It's Always Spring"">, <Track '9' 'Body And Soul'>]"
172,"('Dick Hyman', 'Dick Hyman Plays Fats Waller')",713670,Dick Hyman Plays Fats Waller,1990,https://www.discogs.com/master/713670-Dick-Hyman-Dick-Hyman-Plays-Fats-Waller,"[<Track '1' 'Bach Up To Me'>, <Track '2' ""Ain't Misbehavin'"">, <Track '3' ""Keepin' Out Of Mischief Now"">, <Track '4' 'African Ripples'>, <Track '5' 'Honeysuckle Rose'>, <Track '6' ""Viper's Drag"">, <Track '7' 'Willow Tree'>, <Track '8' ""I'm Goin' To See My Ma"">, <Track '9' ""Stealin' Apples"">, <Track '10' ""I've Got A Felling I'm Falling"">, <Track '11' 'Handful Of Keys'>, <Track '12' 'My Fate Is In Your Hands'>, <Track '13' 'Jitterbug Waltz'>, <Track '14' 'Sweet Savannah Sue'>, <Track '15' 'Squeeze Me'>]"
173,"('Monty Alexander', 'The Maybeck Recital Series, Vol. 40')",1411969,At Maybeck ,1995,https://www.discogs.com/master/1411969-Monty-Alexander-At-Maybeck-,"[<Track '1' 'When The Saints Go Marching In'>, <Track '2' 'When I Grow Too Old To Dream'>, <Track '3' 'Close Enough For Love'>, <Track '4' 'The Serpent'>, <Track '5' 'Where Is Love?'>, <Track '6' 'Renewal'>, <Track '7' 'Island In The Sun'>, <Track '8' 'Estaté'>, <Track '9' 'For Sentimental Reasons'>, <Track '10' 'Speak Low'>, <Track '11' 'Smile'>]"
174,"('Hank Jones', 'SOLO 1976 A Tribute to Duke Ellington')",8759442,Solo 1976 (A Tribute To Duke Ellington),2010,https://www.discogs.com/release/8759442-Hank-Jones-Solo-1976-A-Tribute-To-Duke-Ellington,"[<Track '1' 'Just Squeeze Me'>, <Track '2' 'In A Sentimental Mood'>, <Track '3' 'Satin Doll'>, <Track '4' 'Prelude To A Kiss'>, <Track '5' 'What Am I Here For?'>, <Track '6' ""Do Notihin' Till You Hear From Me"">, <Track '7' 'Sophisticated Lady'>, <Track '8' 'Oh! Look At Me Now'>, <Track '9' 'Alone Together'>, <Track '10' ""Don't Blame Me"">, <Track '11' 'Gone With The Wind'>, <Track '12' 'My Heart Stood Still'>, <Track '13' 'If I Had You'>, <Track '14' 'The Very Thought Of You'>]"
175,"('Kenny Werner', 'The Maybeck Recital Series, Vol. 34')",4245108,Chris Potter / Kenny Werner,1996,https://www.discogs.com/release/4245108-Chris-Potter-2-Kenny-Werner-Chris-Potter-Kenny-Werner,"[<Track '1' 'Hibiscus'>, <Track '2' 'Boulevard Of Broken Dreams'>, <Track '3' 'Istambul (Not Constantinople) '>, <Track '4' 'Sail Away '>, <Track '5' 'Tala'>, <Track '6' 'September Song'>, <Track '7' 'The New Left (And We Have Our Own Talk Show Host) '>, <Track '8' 'Epistrophy '>, <Track '9' 'Hey Reggie'>, <Track '10' 'Giant Steps '>]"
176,"('Duke Jordan', 'Solo Master Pieces, Vol. 2')",13239969,Solo Masterpieces Volume 2,1992,https://www.discogs.com/release/13239969-Duke-Jordan-Solo-Masterpieces-Volume-2,"[<Track '1' '32nd Street Love'>, <Track '2' 'If I Did - Would You?'>, <Track '3' 'Foxie Cakes'>, <Track '4' 'Lullaby Of The Orient'>, <Track '5' ""There's A Star For You"">, <Track '6' 'Bridgetown'>, <Track '7' 'Dance In Plaid'>, <Track '8' 'Midnite Bump'>, <Track '9' ""Dancer's Call"">, <Track '10' 'The Bullet'>, <Track '11' 'Hymn To Peace'>, <Track '12' 'Jordanish'>, <Track '13' 'Downstairs Jam'>, <Track '14' 'My Heart Skips A Beat'>, <Track '15' 'Truth'>, <Track '16' ""Deacon's Blues"">, <Track '17' ""Duke's Delight"">, <Track '18' ""It's Hard To Know "">, <Track '19' 'Double Scotch'>, <Track '20' 'Anything Can Happen'>, <Track '21' 'Diamond Stud'>]"
177,"('Bill Charlap', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
178,"('Ray Bryant', 'Inimitable (Live)')",,,,,
179,"('Beegie Adair', 'Best Of Beegie Adair -  Solo Piano Performances')",24953944,Best Of Beegie Adair Solo Piano Performances,2020,https://www.discogs.com/release/24953944-Beegie-Adair-Best-Of-Beegie-Adair-Solo-Piano-Performances,"[<Track '1' 'It Had To Be You'>, <Track '2' 'I Left My Heart In San Francisco'>, <Track '3' 'Deep In A Dream'>, <Track '4' 'Again'>, <Track '5' 'A Kiss To Build A Dream On'>, <Track '6' 'Dream'>, <Track '7' 'Once Upon A Time'>, <Track '8' 'I Get Along Without You Very Well'>, <Track '9' ""Can't We Be Friends"">, <Track '10' 'Old Man River'>, <Track '11' 'Smoke Gets In Your Eyes'>, <Track '12' 'Begin The Beguine'>, <Track '13' 'Sukiyaki'>, <Track '14' 'Here, There, And Everywhere'>, <Track '15' 'Only The Lonely'>, <Track '16' 'By Myself'>, <Track '17' 'Moments To Remember'>, <Track '18' 'God Bless America'>]"
180,"('John Taylor', 'Songs And Variations')",2825346,Songs And Variations,2005,https://www.discogs.com/release/2825346-John-Taylor-Songs-And-Variations,"[<Track '1' 'Wych Hazel'>, <Track '2' 'Close To Mars'>, <Track '3' 'In February'>, <Track '4' 'Starting Point'>, <Track '5' 'Arrivée 1'>, <Track '6' 'Fantasy'>, <Track '7' 'Arrivée 2'>, <Track '8' 'Arrivée 3'>, <Track '9' 'In Cologne'>, <Track '10' 'Descent'>, <Track '11' 'Escapade'>]"
181,"('Dick Hyman', 'Music Of 1937 -  Maybeck Recital Hall Series (Vol. 3)')",3093996,"Music Of 1937 - Maybeck Recital Hall Series, Volume Three",1990,https://www.discogs.com/master/3093996-Dick-Hyman-Music-Of-1937-Maybeck-Recital-Hall-Series-Volume-Three,"[<Track '1' 'Spoken Introduction'>, <Track '2' 'Where Or When'>, <Track '3' 'A Foggy Day (In London Town)'>, <Track '4' 'Bob White (Whatcha Gonna Swing Tonight)'>, <Track '5' 'Some Day My Prince Will Come'>, <Track '6' 'The Folks Who Live On The Hill'>, <Track '7' 'Bei Mir Bist Du Schön'>, <Track '8' 'Loch Lomond'>, <Track '9' 'Thanks For The Memory'>, <Track '10' 'In The Still Of The Night'>, <Track '11' 'My Funny Valentine'>, <Track '12' 'Caravan'>]"
182,"('Ethan Iverson', 'The Purity of the Turf')",9129761,The Purity Of The Turf ,2016,https://www.discogs.com/release/9129761-Ethan-Iverson-The-Purity-Of-The-Turf-,"[<Track '1' 'The Purity Of The Turf'>, <Track '2' 'Song For My Father'>, <Track '3' 'Darn That Dream'>, <Track '4' 'Along Came Betty'>, <Track '5' 'Graduation Day'>, <Track '6' 'Confirmation'>, <Track '7' 'Kush'>, <Track '8' 'Sent For You Yesterday'>, <Track '9' 'Strange Serenade'>, <Track '10' 'Little Waltz'>, <Track '11' 'Einbahnstrasse'>, <Track '12' 'So Hard It Hurts'>]"
